year_film,year_ceremony,ceremony,category,name,film,winner
1927,1928,1,Oscar Actor,Emil Jannings,The Last Command,True
1927,1928,1,Oscar Actress,Janet Gaynor,7th Heaven,True
1927,1928,1,Oscar Art Direction,William Cameron Menzies,The Dove;,True
1927,1928,1,Oscar Cinematography,Charles Rosher,Sunrise,True
1927,1928,1,Oscar Cinematography,Karl Struss,Sunrise,True
1927,1928,1,Oscar Directing,Lewis Milestone,Two Arabian Knights,True
1927,1928,1,Oscar Directing,Frank Borzage,7th Heaven,True
1927,1928,1,Oscar Engineering Effects,Roy Pomeroy,Wings,True
1927,1928,1,Oscar Outstanding Picture,Paramount Famous Lasky,Wings,True
1927,1928,1,Oscar Unique And Artistic Picture,Fox,Sunrise,True
1927,1928,1,Oscar Writing,Benjamin Glazer,7th Heaven,True
1927,1928,1,Oscar Writing,Ben Hecht,Underworld,True
1928,1929,2,Oscar Actor,Warner Baxter,In Old Arizona,True
1928,1929,2,Oscar Actress,Mary Pickford,Coquette,True
1928,1929,2,Oscar Art Direction,Cedric Gibbons,The Bridge of San Luis Rey,True
1928,1929,2,Oscar Cinematography,Clyde De Vinna,White Shadows in the South Seas,True
1928,1929,2,Oscar Directing,Frank Lloyd,The Divine Lady,True
1928,1929,2,Oscar Outstanding Picture,Metro-Goldwyn-Mayer,The Broadway Melody,True
1928,1929,2,Oscar Writing,Hans Kraly,The Patriot,True
1929,1930,3,Oscar Actor,George Arliss,Disraeli,True
1929,1930,3,Oscar Actress,Norma Shearer,The Divorcee,True
1929,1930,3,Oscar Art Direction,Herman Rosse,King of Jazz,True
1929,1930,3,Oscar Cinematography,"Joseph T. Rucker, Willard Van Der Veer",With Byrd at the South Pole,True
1929,1930,3,Oscar Directing,Lewis Milestone,All Quiet on the Western Front,True
1929,1930,3,Oscar Outstanding Production,Universal,All Quiet on the Western Front,True
1929,1930,3,Oscar Sound Recording,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",The Big House,True
1929,1930,3,Oscar Writing,Frances Marion,The Big House,True
1930,1931,4,Oscar Actor,Lionel Barrymore,A Free Soul,True
1930,1931,4,Oscar Actress,Marie Dressler,Min and Bill,True
1930,1931,4,Oscar Art Direction,Max Rée,Cimarron,True
1930,1931,4,Oscar Cinematography,Floyd Crosby,Tabu,True
1930,1931,4,Oscar Directing,Norman Taurog,Skippy,True
1930,1931,4,Oscar Outstanding Production,RKO Radio,Cimarron,True
1930,1931,4,Oscar Writing,Howard Estabrook,Cimarron,True
1930,1931,4,Oscar Writing,John Monk Saunders,The Dawn Patrol,True
1931,1932,5,Oscar Actor,Wallace Beery,The Champ,True
1931,1932,5,Oscar Actor,Fredric March,Dr. Jekyll and Mr. Hyde,True
1931,1932,5,Oscar Actress,Helen Hayes,The Sin of Madelon Claudet,True
1931,1932,5,Oscar Art Direction,Gordon Wiles,Transatlantic,True
1931,1932,5,Oscar Cinematography,Lee Garmes,Shanghai Express,True
1931,1932,5,Oscar Directing,Frank Borzage,Bad Girl,True
1931,1932,5,Oscar Outstanding Production,Metro-Goldwyn-Mayer,Grand Hotel,True
1931,1932,5,Oscar Short Subject,"Walt Disney, Producer",Flowers and Trees,True
1931,1932,5,Oscar Short Subject,"Hal Roach, Producer",The Music Box,True
1931,1932,5,Oscar Short Subject,"Mack Sennett, Producer",Wrestling Swordfish,True
1931,1932,5,Oscar Writing,Edwin Burke,Bad Girl,True
1931,1932,5,Oscar Writing,Frances Marion,The Champ,True
1932,1933,6,Oscar Actor,Charles Laughton,The Private Life of Henry VIII,True
1932,1933,6,Oscar Actress,Katharine Hepburn,Morning Glory,True
1932,1933,6,Oscar Art Direction,William S. Darling,Cavalcade,True
1932,1933,6,Oscar Cinematography,"Charles Bryant Lang, Jr.",A Farewell to Arms,True
1932,1933,6,Oscar Directing,Frank Lloyd,Cavalcade,True
1932,1933,6,Oscar Outstanding Production,Fox,Cavalcade,True
1932,1933,6,Oscar Short Subject,"Walt Disney, Producer",The Three Little Pigs,True
1932,1933,6,Oscar Short Subject,"Louis Brock, Producer",So This Is Harris,True
1932,1933,6,Oscar Short Subject,"Joe Rock, Producer",Krakatoa,True
1932,1933,6,Oscar Sound Recording,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",A Farewell to Arms,True
1932,1933,6,Oscar Writing,"Victor Heerman, Sarah Y. Mason",Little Women,True
1932,1933,6,Oscar Writing,Robert Lord,One Way Passage,True
1934,1935,7,Oscar Actor,Clark Gable,It Happened One Night,True
1934,1935,7,Oscar Actress,Claudette Colbert,It Happened One Night,True
1934,1935,7,Oscar Art Direction,"Cedric Gibbons, Fredric Hope",The Merry Widow,True
1934,1935,7,Oscar Assistant Director,John Waters,Viva Villa!,True
1934,1935,7,Oscar Cinematography,Victor Milner,Cleopatra,True
1934,1935,7,Oscar Directing,Frank Capra,It Happened One Night,True
1934,1935,7,Oscar Film Editing,Conrad Nervig,Eskimo,True
1934,1935,7,Oscar Music,"Columbia Studio Music Department, Louis Silvers, head of department  (Thematic Music by Victor Schertzinger and Gus Kahn)",One Night of Love,True
1934,1935,7,Oscar Music,Music by Con Conrad; Lyrics by Herb Magidson,The Gay Divorcee,True
1934,1935,7,Oscar Outstanding Production,Columbia,It Happened One Night,True
1934,1935,7,Oscar Short Subject,"Walt Disney, Producer",The Tortoise and the Hare,True
1934,1935,7,Oscar Short Subject,"Kenneth Macgowan, Producer",La Cucaracha,True
1934,1935,7,Oscar Short Subject,"Stacy Woodard and Horace Woodard, Producers",City of Wax,True
1934,1935,7,Oscar Sound Recording,"Columbia Studio Sound Department, John Livadary, Sound Director",One Night of Love,True
1934,1935,7,Oscar Writing,Robert Riskin,It Happened One Night,True
1934,1935,7,Oscar Writing,Arthur Caesar,Manhattan Melodrama,True
1935,1936,8,Oscar Actor,Victor McLaglen,The Informer,True
1935,1936,8,Oscar Actress,Bette Davis,Dangerous,True
1935,1936,8,Oscar Art Direction,Richard Day,The Dark Angel,True
1935,1936,8,Oscar Assistant Director,"Clem Beauchamp, Paul Wing",The Lives of a Bengal Lancer,True
1935,1936,8,Oscar Cinematography,Hal Mohr,A Midsummer Night's Dream,True
1935,1936,8,Oscar Dance Direction,Dave Gould,Broadway Melody of 1936;,True
1935,1936,8,Oscar Directing,John Ford,The Informer,True
1935,1936,8,Oscar Film Editing,Ralph Dawson,A Midsummer Night's Dream,True
1935,1936,8,Oscar Music,"RKO Radio Studio Music Department, Max Steiner, head of department  (Score by Max Steiner)",The Informer,True
1935,1936,8,Oscar Music,Music by Harry Warren; Lyrics by Al Dubin,Gold Diggers of 1935,True
1935,1936,8,Oscar Outstanding Production,Metro-Goldwyn-Mayer,Mutiny on the Bounty,True
1935,1936,8,Oscar Short Subject,"Walt Disney, Producer",Three Orphan Kittens,True
1935,1936,8,Oscar Short Subject,"Jack Chertok, Producer",How to Sleep,True
1935,1936,8,Oscar Short Subject,Gaumont British and Skibo Productions,Wings over Mt. Everest,True
1935,1936,8,Oscar Sound Recording,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Naughty Marietta,True
1935,1936,8,Oscar Writing,"Ben Hecht, Charles MacArthur",The Scoundrel,True
1935,1936,8,Oscar Writing,Dudley Nichols,The Informer,True
1936,1937,9,Oscar Actor,Paul Muni,The Story of Louis Pasteur,True
1936,1937,9,Oscar Actor In A Supporting Role,Walter Brennan,Come and Get It,True
1936,1937,9,Oscar Actress,Luise Rainer,The Great Ziegfeld,True
1936,1937,9,Oscar Actress In A Supporting Role,Gale Sondergaard,Anthony Adverse,True
1936,1937,9,Oscar Art Direction,Richard Day,Dodsworth,True
1936,1937,9,Oscar Assistant Director,Jack Sullivan,The Charge of the Light Brigade,True
1936,1937,9,Oscar Cinematography,Gaetano Gaudio,Anthony Adverse,True
1936,1937,9,Oscar Dance Direction,Seymour Felix,The Great Ziegfeld,True
1936,1937,9,Oscar Directing,Frank Capra,Mr. Deeds Goes to Town,True
1936,1937,9,Oscar Film Editing,Ralph Dawson,Anthony Adverse,True
1936,1937,9,Oscar Music,"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)",Anthony Adverse,True
1936,1937,9,Oscar Music,Music by Jerome Kern; Lyrics by Dorothy Fields,Swing Time,True
1936,1937,9,Oscar Outstanding Production,Metro-Goldwyn-Mayer,The Great Ziegfeld,True
1936,1937,9,Oscar Short Subject,"Walt Disney, Producer",The Country Cousin,True
1936,1937,9,Oscar Short Subject,Warner Bros.,Give Me Liberty,True
1936,1937,9,Oscar Short Subject,"Hal Roach, Producer",Bored of Education,True
1936,1937,9,Oscar Short Subject,Metro-Goldwyn-Mayer,The Public Pays,True
1936,1937,9,Oscar Sound Recording,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",San Francisco,True
1936,1937,9,Oscar Writing,"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur,True
1936,1937,9,Oscar Writing,"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur,True
1937,1938,10,Oscar Actor,Spencer Tracy,Captains Courageous,True
1937,1938,10,Oscar Actor In A Supporting Role,Joseph Schildkraut,The Life of Emile Zola,True
1937,1938,10,Oscar Actress,Luise Rainer,The Good Earth,True
1937,1938,10,Oscar Actress In A Supporting Role,Alice Brady,In Old Chicago,True
1937,1938,10,Oscar Art Direction,Stephen Goosson,Lost Horizon,True
1937,1938,10,Oscar Assistant Director,Robert Webb,In Old Chicago,True
1937,1938,10,Oscar Cinematography,Karl Freund,The Good Earth,True
1937,1938,10,Oscar Dance Direction,Hermes Pan,A Damsel in Distress,True
1937,1938,10,Oscar Directing,Leo McCarey,The Awful Truth,True
1937,1938,10,Oscar Film Editing,"Gene Havlick, Gene Milford",Lost Horizon,True
1937,1938,10,Oscar Music,"Universal Studio Music Department, Charles Previn, head of department  (no composer credit)",One Hundred Men and a Girl,True
1937,1938,10,Oscar Music,Music and Lyrics by Harry Owens,Waikiki Wedding,True
1937,1938,10,Oscar Outstanding Production,Warner Bros.,The Life of Emile Zola,True
1937,1938,10,Oscar Short Subject,"Walt Disney, Producer",The Old Mill,True
1937,1938,10,Oscar Short Subject,"Pete Smith, Producer",Penny Wisdom,True
1937,1938,10,Oscar Short Subject,Skibo Productions,The Private Life of the Gannets,True
1937,1938,10,Oscar Short Subject,Metro-Goldwyn-Mayer,Torture Money,True
1937,1938,10,Oscar Sound Recording,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",The Hurricane,True
1937,1938,10,Oscar Writing,"William A. Wellman, Robert Carson",A Star Is Born,True
1937,1938,10,Oscar Writing,"Norman Reilly Raine, Heinz Herald, Geza Herczeg",The Life of Emile Zola,True
1938,1939,11,Oscar Actor,Spencer Tracy,Boys Town,True
1938,1939,11,Oscar Actor In A Supporting Role,Walter Brennan,Kentucky,True
1938,1939,11,Oscar Actress,Bette Davis,Jezebel,True
1938,1939,11,Oscar Actress In A Supporting Role,Fay Bainter,Jezebel,True
1938,1939,11,Oscar Art Direction,Carl J. Weyl,The Adventures of Robin Hood,True
1938,1939,11,Oscar Cinematography,Joseph Ruttenberg,The Great Waltz,True
1938,1939,11,Oscar Directing,Frank Capra,You Can't Take It with You,True
1938,1939,11,Oscar Film Editing,Ralph Dawson,The Adventures of Robin Hood,True
1938,1939,11,Oscar Music,Erich Wolfgang Korngold,The Adventures of Robin Hood,True
1938,1939,11,Oscar Music,Alfred Newman,Alexander's Ragtime Band,True
1938,1939,11,Oscar Music,Music by Ralph Rainger; Lyrics by Leo Robin,The Big Broadcast of 1938,True
1938,1939,11,Oscar Outstanding Production,Columbia,You Can't Take It with You,True
1938,1939,11,Oscar Short Subject,"Walt Disney, Producer",Ferdinand the Bull,True
1938,1939,11,Oscar Short Subject,Metro-Goldwyn-Mayer,That Mothers Might Live,True
1938,1939,11,Oscar Short Subject,Warner Bros.,Declaration of Independence,True
1938,1939,11,Oscar Sound Recording,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",The Cowboy and the Lady,True
1938,1939,11,Oscar Writing,"Dore Schary, Eleanore Griffin",Boys Town,True
1938,1939,11,Oscar Writing,"Screenplay and Dialogue by George Bernard Shaw; Adaptation by W. P. Lipscomb, Cecil Lewis, Ian Dalrymple",Pygmalion,True
1939,1940,12,Oscar Actor,Robert Donat,"Goodbye, Mr. Chips",True
1939,1940,12,Oscar Actor In A Supporting Role,Thomas Mitchell,Stagecoach,True
1939,1940,12,Oscar Actress,Vivien Leigh,Gone with the Wind,True
1939,1940,12,Oscar Actress In A Supporting Role,Hattie McDaniel,Gone with the Wind,True
1939,1940,12,Oscar Art Direction,Lyle Wheeler,Gone with the Wind,True
1939,1940,12,Oscar Cinematography,Gregg Toland,Wuthering Heights,True
1939,1940,12,Oscar Cinematography,"Ernest Haller, Ray Rennahan",Gone with the Wind,True
1939,1940,12,Oscar Directing,Victor Fleming,Gone with the Wind,True
1939,1940,12,Oscar Film Editing,"Hal C. Kern, James E. Newcom",Gone with the Wind,True
1939,1940,12,Oscar Music,Herbert Stothart,The Wizard of Oz,True
1939,1940,12,Oscar Music,"Richard Hageman, Frank Harling, John Leipold, Leo Shuken",Stagecoach,True
1939,1940,12,Oscar Music,Music by Harold Arlen; Lyrics by E. Y. Harburg,The Wizard of Oz,True
1939,1940,12,Oscar Outstanding Production,Selznick International Pictures,Gone with the Wind,True
1939,1940,12,Oscar Short Subject,"Walt Disney, Producer",The Ugly Duckling,True
1939,1940,12,Oscar Short Subject,Paramount,Busy Little Bears,True
1939,1940,12,Oscar Short Subject,Warner Bros.,Sons of Liberty,True
1939,1940,12,Oscar Sound Recording,"Universal Studio Sound Department, Bernard B. Brown, Sound Director",When Tomorrow Comes,True
1939,1940,12,Oscar Special Effects,"Fred Sersen, E. H. Hansen",The Rains Came,True
1939,1940,12,Oscar Writing,Lewis R. Foster,Mr. Smith Goes to Washington,True
1939,1940,12,Oscar Writing,Sidney Howard,Gone with the Wind,True
1940,1941,13,Oscar Actor,James Stewart,The Philadelphia Story,True
1940,1941,13,Oscar Actor In A Supporting Role,Walter Brennan,The Westerner,True
1940,1941,13,Oscar Actress,Ginger Rogers,Kitty Foyle,True
1940,1941,13,Oscar Actress In A Supporting Role,Jane Darwell,The Grapes of Wrath,True
1940,1941,13,Oscar Art Direction,"Cedric Gibbons, Paul Groesse",Pride and Prejudice,True
1940,1941,13,Oscar Art Direction,Vincent Korda,The Thief of Bagdad,True
1940,1941,13,Oscar Cinematography,George Barnes,Rebecca,True
1940,1941,13,Oscar Cinematography,Georges Périnal,The Thief of Bagdad,True
1940,1941,13,Oscar Directing,John Ford,The Grapes of Wrath,True
1940,1941,13,Oscar Film Editing,Anne Bauchens,North West Mounted Police,True
1940,1941,13,Oscar Music,"Leigh Harline, Paul J. Smith, Ned Washington",Pinocchio,True
1940,1941,13,Oscar Music,Alfred Newman,Tin Pan Alley,True
1940,1941,13,Oscar Music,Music by Leigh Harline; Lyrics by Ned Washington,Pinocchio,True
1940,1941,13,Oscar Outstanding Production,Selznick International Pictures,Rebecca,True
1940,1941,13,Oscar Short Subject,Metro-Goldwyn-Mayer,The Milky Way,True
1940,1941,13,Oscar Short Subject,"Pete Smith, Producer",Quicker 'N a Wink,True
1940,1941,13,Oscar Short Subject,Warner Bros.,"Teddy, the Rough Rider",True
1940,1941,13,Oscar Sound Recording,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Strike Up the Band,True
1940,1941,13,Oscar Special Effects,Photographic Effects by Lawrence Butler; Sound Effects by Jack Whitney,The Thief of Bagdad,True
1940,1941,13,Oscar Writing,Preston Sturges,The Great McGinty,True
1940,1941,13,Oscar Writing,"Benjamin Glazer, John S. Toldy","Arise, My Love",True
1940,1941,13,Oscar Writing,Donald Ogden Stewart,The Philadelphia Story,True
1941,1942,14,Oscar Actor,Gary Cooper,Sergeant York,True
1941,1942,14,Oscar Actor In A Supporting Role,Donald Crisp,How Green Was My Valley,True
1941,1942,14,Oscar Actress,Joan Fontaine,Suspicion,True
1941,1942,14,Oscar Actress In A Supporting Role,Mary Astor,The Great Lie,True
1941,1942,14,Oscar Art Direction,"Art Direction:  Richard Day, Nathan Juran;  Interior Decoration:  Thomas Little",How Green Was My Valley,True
1941,1942,14,Oscar Art Direction,"Art Direction:  Cedric Gibbons, Urie McCleary;  Interior Decoration:  Edwin B. Willis",Blossoms in the Dust,True
1941,1942,14,Oscar Cinematography,Arthur Miller,How Green Was My Valley,True
1941,1942,14,Oscar Cinematography,"Ernest Palmer, Ray Rennahan",Blood and Sand,True
1941,1942,14,Oscar Directing,John Ford,How Green Was My Valley,True
1941,1942,14,Oscar Documentary,National Film Board of Canada,Churchill's Island,True
1941,1942,14,Oscar Film Editing,William Holmes,Sergeant York,True
1941,1942,14,Oscar Music,Bernard Herrmann,All That Money Can Buy,True
1941,1942,14,Oscar Music,"Frank Churchill, Oliver Wallace",Dumbo,True
1941,1942,14,Oscar Music,Music by Jerome Kern; Lyrics by Oscar Hammerstein II,Lady Be Good,True
1941,1942,14,Oscar Outstanding Motion Picture,20th Century-Fox,How Green Was My Valley,True
1941,1942,14,Oscar Short Subject,"Walt Disney, Producer",Lend a Paw,True
1941,1942,14,Oscar Short Subject,Metro-Goldwyn-Mayer,Of Pups and Puzzles,True
1941,1942,14,Oscar Short Subject,Metro-Goldwyn-Mayer,Main Street on the March!,True
1941,1942,14,Oscar Sound Recording,"General Service Sound Department, Jack Whitney, Sound Director",That Hamilton Woman,True
1941,1942,14,Oscar Special Effects,"Photographic Effects by Farciot Edouart, Gordon Jennings; Sound Effects by Louis Mesenkop",I Wanted Wings,True
1941,1942,14,Oscar Writing,"Herman J. Mankiewicz, Orson Welles",Citizen Kane,True
1941,1942,14,Oscar Writing,Harry Segall,Here Comes Mr. Jordan,True
1941,1942,14,Oscar Writing,"Sidney Buchman, Seton I. Miller",Here Comes Mr. Jordan,True
1942,1943,15,Oscar Actor,James Cagney,Yankee Doodle Dandy,True
1942,1943,15,Oscar Actor In A Supporting Role,Van Heflin,Johnny Eager,True
1942,1943,15,Oscar Actress,Greer Garson,Mrs. Miniver,True
1942,1943,15,Oscar Actress In A Supporting Role,Teresa Wright,Mrs. Miniver,True
1942,1943,15,Oscar Art Direction,"Art Direction:  Richard Day, Joseph Wright;  Interior Decoration:  Thomas Little",This above All,True
1942,1943,15,Oscar Art Direction,"Art Direction:  Richard Day, Joseph Wright;  Interior Decoration:  Thomas Little",My Gal Sal,True
1942,1943,15,Oscar Cinematography,Joseph Ruttenberg,Mrs. Miniver,True
1942,1943,15,Oscar Cinematography,Leon Shamroy,The Black Swan,True
1942,1943,15,Oscar Directing,William Wyler,Mrs. Miniver,True
1942,1943,15,Oscar Documentary,United States Navy,The Battle of Midway,True
1942,1943,15,Oscar Documentary,Australian News & Information Bureau,Kokoda Front Line!,True
1942,1943,15,Oscar Documentary,Artkino,Moscow Strikes Back,True
1942,1943,15,Oscar Documentary,United States Army Special Services,Prelude to War,True
1942,1943,15,Oscar Film Editing,Daniel Mandell,The Pride of the Yankees,True
1942,1943,15,Oscar Music,Max Steiner,"Now, Voyager",True
1942,1943,15,Oscar Music,"Ray Heindorf, Heinz Roemheld",Yankee Doodle Dandy,True
1942,1943,15,Oscar Music,Music and Lyrics by Irving Berlin,Holiday Inn,True
1942,1943,15,Oscar Outstanding Motion Picture,Metro-Goldwyn-Mayer,Mrs. Miniver,True
1942,1943,15,Oscar Short Subject,"Walt Disney, Producer",Der Fuehrer's Face,True
1942,1943,15,Oscar Short Subject,Paramount,Speaking of Animals and Their Families,True
1942,1943,15,Oscar Short Subject,Warner Bros.,Beyond the Line of Duty,True
1942,1943,15,Oscar Sound Recording,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",Yankee Doodle Dandy,True
1942,1943,15,Oscar Special Effects,"Photographic Effects by Gordon Jennings, Farciot Edouart, William L. Pereira; Sound Effects by Louis Mesenkop",Reap the Wild Wind,True
1942,1943,15,Oscar Writing,Emeric Pressburger,The Invaders,True
1942,1943,15,Oscar Writing,"Ring Lardner, Jr., Michael Kanin",Woman of the Year,True
1942,1943,15,Oscar Writing,"Arthur Wimperis, George Froeschel, James Hilton, Claudine West",Mrs. Miniver,True
1943,1944,16,Oscar Actor,Paul Lukas,Watch on the Rhine,True
1943,1944,16,Oscar Actor In A Supporting Role,Charles Coburn,The More the Merrier,True
1943,1944,16,Oscar Actress,Jennifer Jones,The Song of Bernadette,True
1943,1944,16,Oscar Actress In A Supporting Role,Katina Paxinou,For Whom the Bell Tolls,True
1943,1944,16,Oscar Art Direction,"Art Direction:  James Basevi, William Darling;  Interior Decoration:  Thomas Little",The Song of Bernadette,True
1943,1944,16,Oscar Art Direction,"Art Direction:  John B. Goodman, Alexander Golitzen;  Interior Decoration:  Russell A. Gausman, Ira S. Webb",Phantom of the Opera,True
1943,1944,16,Oscar Cinematography,Arthur Miller,The Song of Bernadette,True
1943,1944,16,Oscar Cinematography,"Hal Mohr, W. Howard Greene",Phantom of the Opera,True
1943,1944,16,Oscar Directing,Michael Curtiz,Casablanca,True
1943,1944,16,Oscar Documentary,British Ministry of Information,Desert Victory,True
1943,1944,16,Oscar Documentary,United States Navy,December 7th,True
1943,1944,16,Oscar Film Editing,George Amy,Air Force,True
1943,1944,16,Oscar Music,Alfred Newman,The Song of Bernadette,True
1943,1944,16,Oscar Music,Ray Heindorf,This Is the Army,True
1943,1944,16,Oscar Music,Music by Harry Warren; Lyrics by Mack Gordon,"Hello, Frisco, Hello",True
1943,1944,16,Oscar Outstanding Motion Picture,Warner Bros.,Casablanca,True
1943,1944,16,Oscar Short Subject,"Frederick Quimby, Producer",Yankee Doodle Mouse,True
1943,1944,16,Oscar Short Subject,"Grantland Rice, Producer",Amphibious Fighters,True
1943,1944,16,Oscar Short Subject,"Jerry Bresler and Sam Coslow, Producers",Heavenly Music,True
1943,1944,16,Oscar Sound Recording,"RKO Radio Studio Sound Department, Stephen Dunn, Sound Director",This Land Is Mine,True
1943,1944,16,Oscar Special Effects,Photographic Effects by Fred Sersen; Sound Effects by Roger Heman,Crash Dive,True
1943,1944,16,Oscar Writing,William Saroyan,The Human Comedy,True
1943,1944,16,Oscar Writing,Norman Krasna,Princess O'Rourke,True
1943,1944,16,Oscar Writing,"Julius J. Epstein, Philip G. Epstein, Howard Koch",Casablanca,True
1944,1945,17,Oscar Actor,Bing Crosby,Going My Way,True
1944,1945,17,Oscar Actor In A Supporting Role,Barry Fitzgerald,Going My Way,True
1944,1945,17,Oscar Actress,Ingrid Bergman,Gaslight,True
1944,1945,17,Oscar Actress In A Supporting Role,Ethel Barrymore,None but the Lonely Heart,True
1944,1945,17,Oscar Art Direction,"Art Direction:  Cedric Gibbons, William Ferrari;  Interior Decoration:  Edwin B. Willis, Paul Huldschinsky",Gaslight,True
1944,1945,17,Oscar Art Direction,Art Direction:  Wiard Ihnen;  Interior Decoration:  Thomas Little,Wilson,True
1944,1945,17,Oscar Cinematography,Joseph LaShelle,Laura,True
1944,1945,17,Oscar Cinematography,Leon Shamroy,Wilson,True
1944,1945,17,Oscar Directing,Leo McCarey,Going My Way,True
1944,1945,17,Oscar Documentary,United States Navy,The Fighting Lady,True
1944,1945,17,Oscar Documentary,United States Marine Corps,With the Marines at Tarawa,True
1944,1945,17,Oscar Film Editing,Barbara McLean,Wilson,True
1944,1945,17,Oscar Music,Max Steiner,Since You Went Away,True
1944,1945,17,Oscar Music,"Morris Stoloff, Carmen Dragon",Cover Girl,True
1944,1945,17,Oscar Music,Music by James Van Heusen; Lyrics by Johnny Burke,Going My Way,True
1944,1945,17,Oscar Best Motion Picture,Paramount,Going My Way,True
1944,1945,17,Oscar Short Subject,"Frederick C. Quimby, Producer",Mouse Trouble,True
1944,1945,17,Oscar Short Subject,"Jerry Fairbanks, Producer",Who's Who in Animal Land,True
1944,1945,17,Oscar Short Subject,"Gordon Hollingshead, Producer",I Won't Play,True
1944,1945,17,Oscar Sound Recording,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",Wilson,True
1944,1945,17,Oscar Special Effects,"Photographic Effects by A. Arnold Gillespie, Donald Jahraus, Warren Newcombe; Sound Effects by Douglas Shearer",Thirty Seconds over Tokyo,True
1944,1945,17,Oscar Writing,Leo McCarey,Going My Way,True
1944,1945,17,Oscar Writing,Lamar Trotti,Wilson,True
1944,1945,17,Oscar Writing,"Frank Butler, Frank Cavett",Going My Way,True
1945,1946,18,Oscar Actor,Ray Milland,The Lost Weekend,True
1945,1946,18,Oscar Actor In A Supporting Role,James Dunn,A Tree Grows in Brooklyn,True
1945,1946,18,Oscar Actress,Joan Crawford,Mildred Pierce,True
1945,1946,18,Oscar Actress In A Supporting Role,Anne Revere,National Velvet,True
1945,1946,18,Oscar Art Direction,Art Direction:  Wiard Ihnen;  Interior Decoration:  A. Roland Fields,Blood on the Sun,True
1945,1946,18,Oscar Art Direction,"Art Direction:  Hans Dreier, Ernst Fegte;  Interior Decoration:  Sam Comer",Frenchman's Creek,True
1945,1946,18,Oscar Cinematography,Harry Stradling,The Picture of Dorian Gray,True
1945,1946,18,Oscar Cinematography,Leon Shamroy,Leave Her to Heaven,True
1945,1946,18,Oscar Directing,Billy Wilder,The Lost Weekend,True
1945,1946,18,Oscar Documentary,The Governments of Great Britain and the United States of America,The True Glory,True
1945,1946,18,Oscar Documentary,"Gordon Hollingshead, Producer",Hitler Lives?,True
1945,1946,18,Oscar Film Editing,Robert J. Kern,National Velvet,True
1945,1946,18,Oscar Music,Miklos Rozsa,Spellbound,True
1945,1946,18,Oscar Music,Georgie Stoll,Anchors Aweigh,True
1945,1946,18,Oscar Music,Music by Richard Rodgers; Lyrics by Oscar Hammerstein II,State Fair,True
1945,1946,18,Oscar Best Motion Picture,Paramount,The Lost Weekend,True
1945,1946,18,Oscar Short Subject,"Frederick Quimby, Producer",Quiet Please!,True
1945,1946,18,Oscar Short Subject,"Herbert Moulton, Producer;  Jerry Bresler, Executive Producer",Stairway to Light,True
1945,1946,18,Oscar Short Subject,"Gordon Hollingshead, Producer",Star in the Night,True
1945,1946,18,Oscar Sound Recording,"RKO Radio Studio Sound Department, Stephen Dunn, Sound Director",The Bells of St. Mary's,True
1945,1946,18,Oscar Special Effects,Photographic Effects by John Fulton; Sound Effects by Arthur W. Johns,Wonder Man,True
1945,1946,18,Oscar Writing,Charles G. Booth,The House on 92nd Street,True
1945,1946,18,Oscar Writing,Richard Schweizer,Marie-Louise,True
1945,1946,18,Oscar Writing,"Charles Brackett, Billy Wilder",The Lost Weekend,True
1946,1947,19,Oscar Actor,Fredric March,The Best Years of Our Lives,True
1946,1947,19,Oscar Actor In A Supporting Role,Harold Russell,The Best Years of Our Lives,True
1946,1947,19,Oscar Actress,Olivia de Havilland,To Each His Own,True
1946,1947,19,Oscar Actress In A Supporting Role,Anne Baxter,The Razor's Edge,True
1946,1947,19,Oscar Art Direction,"Art Direction:  Lyle Wheeler, William Darling;  Interior Decoration:  Thomas Little, Frank E. Hughes",Anna and the King of Siam,True
1946,1947,19,Oscar Art Direction,"Art Direction:  Cedric Gibbons, Paul Groesse;  Interior Decoration:  Edwin B. Willis",The Yearling,True
1946,1947,19,Oscar Cinematography,Arthur Miller,Anna and the King of Siam,True
1946,1947,19,Oscar Cinematography,"Charles Rosher, Leonard Smith, Arthur Arling",The Yearling,True
1946,1947,19,Oscar Directing,William Wyler,The Best Years of Our Lives,True
1946,1947,19,Oscar Documentary,United States Department of War,Seeds of Destiny,True
1946,1947,19,Oscar Film Editing,Daniel Mandell,The Best Years of Our Lives,True
1946,1947,19,Oscar Music,Hugo Friedhofer,The Best Years of Our Lives,True
1946,1947,19,Oscar Music,Morris Stoloff,The Jolson Story,True
